GEOID,Name,Short Name,CSA,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
44980,"Sunbury, PA","Sunbury, PA",146,109004,51512,588.009,21.549,40.885514,-76.712649
45000,"Susanville, CA","Susanville, CA",,31177,12232,4541.369,178.746,40.715287,-120.621223
45020,"Sweetwater, TX","Sweetwater, TX",101,14565,7129,911.994,1.953,32.312338,-100.418108
45060,"Syracuse, NY","Syracuse, NY",532,657128,297056,2384.867,394.067,43.006516,-76.196134
45140,"Tahlequah, OK","Tahlequah, OK",,47621,22273,749.127,26.896,35.904367,-94.996796
45180,"Talladega-Sylacauga, AL","Talladega, AL",142,91493,44327,1387.727,38.944,33.186086,-86.197757
45220,"Tallahassee, FL","Tallahassee, FL",533,388298,176005,2389.302,430.527,30.346366,-84.267001
45300,"Tampa-St. Petersburg-Clearwater, FL","Tampa, FL",,3240469,1492509,2515.922,1408.725,28.120541,-82.525188
45340,"Taos, NM","Taos, NM",,34516,21091,2202.373,1.306,36.577183,-105.638878
45380,"Taylorville, IL","Taylorville, IL",522,33684,15190,709.483,6.265,39.545524,-89.279593
45460,"Terre Haute, IN","Terre Haute, IN",,168850,74709,1465.322,19.478,39.392389,-87.347096
45500,"Texarkana, TX-AR","Texarkana, TX",,146868,65672,2040.235,84.304,33.478373,-94.207162
45520,"The Dalles, OR","The Dalles, OR",,26603,12102,2381.119,13.8,45.164536,-121.165069
45580,"Thomaston, GA","Thomaston, GA",122,27856,12373,323.467,4.087,32.881837,-84.292283
45620,"Thomasville, GA","Thomasville, GA",,71752,32558,999.101,13.381,30.86301,-84.058195
45660,"Tiffin, OH","Tiffin, OH",248,54861,23968,551.026,1.767,41.119992,-83.127547
45700,"Tifton, GA","Tifton, GA",,50237,21485,546.331,12.438,31.592714,-83.572994
45740,"Toccoa, GA","Toccoa, GA",,26842,12344,178.862,5.034,34.553582,-83.290588
45780,"Toledo, OH","Toledo, OH",,602977,275754,1362.285,261.299,41.544357,-83.690777
45820,"Topeka, KS","Topeka, KS",,232724,104931,3232.699,57.256,39.041389,-95.802639
45860,"Torrington, CT","Torrington, CT",405,112848,55665,786.642,21.466,41.854809,-73.221494
45880,"Town of Pecos, TX","Town of Pecos, TX",,13219,5118,2635.354,6.717,31.308366,-103.712706
45900,"Traverse City, MI","Traverse City, MI",,154657,85951,1690.977,2872.655,44.952324,-85.90832
45940,"Trenton-Princeton, NJ","Trenton, NJ",408,383286,150600,224.482,4.374,40.282503,-74.703724
45980,"Troy, AL","Troy, AL",,32953,16124,672.067,0.903,31.798653,-85.941608
46020,"Truckee-Grass Valley, CA","Truckee, CA",472,102452,53981,957.76,16.036,39.297508,-120.771343
46060,"Tucson, AZ","Tucson, AZ",536,1049947,475378,9188.692,1.974,32.128038,-111.783657
46100,"Tullahoma-Manchester, TN","Tullahoma, TN",400,65551,28183,558.186,6.785,35.44674,-86.134324
46140,"Tulsa, OK","Tulsa, OK",538,1026209,442788,6270.281,189.898,36.254442,-96.177298
46180,"Tupelo, MS","Tupelo, MS",539,132079,59051,1397.745,14.079,34.384239,-88.508626
46220,"Tuscaloosa, AL","Tuscaloosa, AL",,275217,123433,3493.264,64.518,33.097877,-87.799147
46300,"Twin Falls, ID","Twin Falls, ID",,116909,44474,2519.261,11.953,42.440397,-114.568729
46340,"Tyler, TX","Tyler, TX",540,238014,98672,921.495,28.227,32.375105,-95.268939
46380,"Ukiah, CA","Ukiah, CA",,90709,41495,3506.807,371.347,39.432388,-123.442881
46460,"Union City, TN","Union City, TN",542,30570,14343,544.851,10.595,36.361892,-89.148078
46500,"Urbana, OH","Urbana, OH",212,38772,16904,428.977,0.842,40.132775,-83.767604
46520,"Urban Honolulu, HI","Urban Honolulu, HI",,1003666,372329,600.791,1565.432,21.461365,-158.201974
46540,"Utica-Rome, NY","Utica, NY",,289577,137734,2623.029,91.782,43.33228,-75.173189
46580,"Utuado, PR","Utuado, PR",490,27896,13285,113.551,1.508,18.270865,-66.702989
46620,"Uvalde, TX","Uvalde, TX",,24810,10092,1551.922,6.712,29.350308,-99.768427
46660,"Valdosta, GA","Valdosta, GA",,149139,63273,1607.379,21.505,30.827158,-83.243555
46700,"Vallejo, CA","Vallejo, CA",488,450824,163455,821.738,84.406,38.267226,-121.939594
46780,"Van Wert, OH","Van Wert, OH",338,28824,12574,409.15,1.269,40.85552,-84.585775
46820,"Vermillion, SD","Vermillion, SD",,15133,6243,412.022,5.397,42.91615,-96.980468
46860,"Vernal, UT","Vernal, UT",,36458,13775,4482.881,21.609,40.125887,-109.517748
46900,"Vernon, TX","Vernon, TX",,12712,5848,970.946,7.028,34.08492,-99.24244
46980,"Vicksburg, MS","Vicksburg, MS",298,43623,21542,588.536,30.017,32.356095,-90.852384
47020,"Victoria, TX","Victoria, TX",544,98377,42779,1734.098,14.103,28.731455,-97.196993
47080,"Vidalia, GA","Vidalia, GA",,35618,15857,605.16,10.526,32.154218,-82.411379
47180,"Vincennes, IN","Vincennes, IN",,36108,16965,515.831,8.073,38.688381,-87.420358
47220,"Vineland, NJ","Vineland, NJ",428,152915,57203,483.38,194.465,39.328434,-75.121628
47240,"Vineyard Haven, MA","Vineyard Haven, MA",,20751,17713,103.202,387.759,41.38097,-70.701499
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC","Virginia Beach, VA",545,1782590,758459,3201.888,1351.573,36.837289,-76.391849
47300,"Visalia, CA","Visalia, CA",,475774,152542,4823.9,14.387,36.228834,-118.781055
47340,"Wabash, IN","Wabash, IN",,30901,14053,412.539,8.437,40.843747,-85.795192
47380,"Waco, TX","Waco, TX",,299217,123987,2785.178,51.537,31.5921,-97.286018
47420,"Wahpeton, ND-MN","Wahpeton, ND",244,22963,10529,2186.712,9.852,46.29395,-96.790701
47460,"Walla Walla, WA","Walla Walla, WA",314,62102,25219,1270.033,28.932,46.254606,-118.48037
47540,"Wapakoneta, OH","Wapakoneta, OH",338,46209,20034,401.388,0.517,40.561309,-84.224018
47580,"Warner Robins, GA","Warner Robins, GA",356,195171,80450,526.44,4.782,32.492806,-83.711084
47620,"Warren, PA","Warren, PA",,38174,21641,884.293,14.417,41.834298,-79.298182
47660,"Warrensburg, MO","Warrensburg, MO",312,54331,22663,829.262,3.929,38.74153,-93.811866
47700,"Warsaw, IN","Warsaw, IN",515,80357,38587,531.448,22.945,41.244293,-85.861575
47780,"Washington, IN","Washington, IN",,33442,12781,429.514,7.36,38.69609,-87.076943
47820,"Washington, NC","Washington, NC",274,44597,24385,832.711,130.137,35.482313,-76.842014
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington, DC",548,6263796,2483270,6033.666,302.988,38.829787,-77.495684
47920,"Washington Court House, OH","Washington Court House, OH",198,28880,12694,406.361,0.654,39.555246,-83.461893
47930,"Waterbury-Shelton, CT","Waterbury, CT",405,452303,191984,412.784,8.783,41.518931,-73.087906
47940,"Waterloo-Cedar Falls, IA","Waterloo, IA",,168163,74779,1503.108,10.867,42.536796,-92.471608
47980,"Watertown, SD","Watertown, SD",,28556,13388,687.585,29.579,44.966285,-97.198837
48020,"Watertown-Fort Atkinson, WI","Watertown, WI",376,85867,36649,556.494,26.248,43.013804,-88.773985
48060,"Watertown-Fort Drum, NY","Watertown, NY",,116130,61721,1267.932,588.626,43.996389,-76.052968
48140,"Wausau, WI","Wausau, WI",554,138067,60296,1545.249,31.085,44.898036,-89.757823
48180,"Waycross, GA","Waycross, GA",,55954,24385,1239.825,11.393,31.133114,-82.36865
48200,"Waynesville, NC","Waynesville, NC",120,62432,35307,553.56,0.942,35.558882,-82.981307
48220,"Weatherford, OK","Weatherford, OK",555,39189,18077,1991.868,18.883,35.449463,-98.991295
48260,"Weirton-Steubenville, WV-OH","Weirton, WV",430,115566,56036,579.77,11.565,40.388914,-80.701966
48300,"Wenatchee-East Wenatchee, WA","Wenatchee, WA",,123251,55850,4740.422,102.784,47.76611,-120.270197
48460,"West Plains, MO","West Plains, MO",,40168,18104,927.177,1.127,36.774369,-91.887368
48540,"Wheeling, WV-OH","Wheeling, WV",,138015,67514,943.605,19.051,39.977687,-80.854826
48580,"Whitewater-Elkhorn, WI","Whitewater, WI",376,105447,53508,555.436,21.161,42.66811,-88.541731
48620,"Wichita, KS","Wichita, KS",556,648935,277986,4148.142,33.184,37.637896,-97.246287
48660,"Wichita Falls, TX","Wichita Falls, TX",,148978,64738,2619.642,55.567,33.775682,-98.500319
48680,"Wildwood-The Villages, FL","Wildwood, FL",422,137536,80371,557.136,22.693,28.713277,-82.069555
48700,"Williamsport, PA","Williamsport, PA",558,113570,52692,1228.92,15.026,41.343882,-77.055262
48780,"Williston, ND","Williston, ND",,39368,20291,2077.6,70.208,48.355765,-103.501333
48820,"Willmar, MN","Willmar, MN",,43757,20212,797.352,65.026,45.152714,-95.004981
48900,"Wilmington, NC","Wilmington, NC",,440578,242220,1913.06,399.508,34.253691,-78.041674
48940,"Wilmington, OH","Wilmington, OH",178,42014,17966,408.731,3.602,39.416681,-83.804583
48980,"Wilson, NC","Wilson, NC",468,78648,36702,367.574,5.534,35.700357,-77.921598
49010,"Winchester, TN","Winchester, TN",400,43478,19815,554.5,21.251,35.155926,-86.099203
49020,"Winchester, VA-WV","Winchester, VA",548,144676,61666,1062.73,6.493,39.272974,-78.471828
49080,"Winnemucca, NV","Winnemucca, NV",,17299,7714,9640.792,17.064,41.407914,-118.127591
49100,"Winona, MN","Winona, MN",462,49705,21763,626.191,15.45,43.981353,-91.777044
49180,"Winston-Salem, NC","Winston, NC",268,683637,306432,2008.999,31.472,36.078852,-80.345064
49220,"Wisconsin Rapids-Marshfield, WI","Wisconsin Rapids, WI",554,74039,34662,793.028,16.224,44.461413,-90.038825
49260,"Woodward, OK","Woodward, OK",,20260,9389,1242.786,3.743,36.425619,-99.273661
49300,"Wooster, OH","Wooster, OH",184,116618,46804,555.017,1.946,40.829661,-81.887194
49340,"Worcester, MA","Worcester, MA",148,861664,353405,1510.67,68.483,42.311693,-71.940282
49380,"Worthington, MN","Worthington, MN",,22067,8398,715.117,7.434,43.677686,-95.763132
49420,"Yakima, WA","Yakima, WA",,256605,91647,4294.512,15.903,46.456558,-120.740145
49460,"Yankton, SD","Yankton, SD",,23379,10497,521.189,11.072,43.006603,-97.388361
49620,"York-Hanover, PA","York, PA",276,459312,188608,904.352,6.372,39.921751,-76.728889
49660,"Youngstown-Warren, OH","Youngstown, OH",566,428430,202587,1029.113,32.169,41.195092,-80.76508
49700,"Yuba City, CA","Yuba City, CA",472,182050,64770,1234.702,17.72,39.160969,-121.511833
49740,"Yuma, AZ","Yuma, AZ",,207685,93924,5513.82,5.113,32.773942,-113.910905
49780,"Zanesville, OH","Zanesville, OH",198,86382,38343,664.546,8.04,39.966046,-81.943506
49820,"Zapata, TX","Zapata, TX",,13855,6218,998.415,59.6,26.996981,-99.182603
