"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total",
"0500000US47161","Stewart County, Tennessee","13569","null","*****","*****",
"0500000US47163","Sullivan County, Tennessee","157843","null","*****","*****",
"0500000US47165","Sumner County, Tennessee","193036","null","*****","*****",
"0500000US47167","Tipton County, Tennessee","60868","null","*****","*****",
"0500000US47169","Trousdale County, Tennessee","11463","null","*****","*****",
"0500000US47171","Unicoi County, Tennessee","17891","null","*****","*****",
"0500000US47173","Union County, Tennessee","19597","null","*****","*****",
"0500000US47175","Van Buren County, Tennessee","6083","null","*****","*****",
"0500000US47177","Warren County, Tennessee","40801","null","*****","*****",
"0500000US47179","Washington County, Tennessee","132067","null","*****","*****",
"0500000US47181","Wayne County, Tennessee","16350","null","*****","*****",
"0500000US47183","Weakley County, Tennessee","32948","null","*****","*****",
"0500000US47185","White County, Tennessee","27134","null","*****","*****",
"0500000US47187","Williamson County, Tennessee","242386","null","*****","*****",
"0500000US47189","Wilson County, Tennessee","144748","null","*****","*****",
"0500000US48001","Anderson County, Texas","58133","null","*****","*****",
"0500000US48003","Andrews County, Texas","18184","null","*****","*****",
"0500000US48005","Angelina County, Texas","86584","null","*****","*****",
"0500000US48007","Aransas County, Texas","24149","null","*****","*****",
"0500000US48009","Archer County, Texas","8616","null","*****","*****",
"0500000US48011","Armstrong County, Texas","1980","null","114","null",
"0500000US48013","Atascosa County, Texas","48684","null","*****","*****",
"0500000US48015","Austin County, Texas","30132","null","*****","*****",
"0500000US48017","Bailey County, Texas","6968","null","*****","*****",
"0500000US48019","Bandera County, Texas","20839","null","*****","*****",
"0500000US48021","Bastrop County, Texas","94887","null","*****","*****",
"0500000US48023","Baylor County, Texas","3491","null","*****","*****",
"0500000US48025","Bee County, Texas","31191","null","*****","*****",
"0500000US48027","Bell County, Texas","364703","null","*****","*****",
"0500000US48029","Bexar County, Texas","1990522","null","*****","*****",
"0500000US48031","Blanco County, Texas","11313","null","*****","*****",
"0500000US48033","Borden County, Texas","550","null","107","null",
"0500000US48035","Bosque County, Texas","18275","null","*****","*****",
"0500000US48037","Bowie County, Texas","92957","null","*****","*****",
"0500000US48039","Brazoria County, Texas","368575","null","*****","*****",
"0500000US48041","Brazos County, Texas","231095","null","*****","*****",
"0500000US48043","Brewster County, Texas","9501","null","*****","*****",
"0500000US48045","Briscoe County, Texas","1266","null","150","null",
"0500000US48047","Brooks County, Texas","7100","null","*****","*****",
"0500000US48049","Brown County, Texas","38085","null","*****","*****",
"0500000US48051","Burleson County, Texas","17687","null","*****","*****",
"0500000US48053","Burnet County, Texas","48424","null","*****","*****",
"0500000US48055","Caldwell County, Texas","45286","null","*****","*****",
"0500000US48057","Calhoun County, Texas","20367","null","*****","*****",
"0500000US48059","Callahan County, Texas","13781","null","*****","*****",
"0500000US48061","Cameron County, Texas","420554","null","*****","*****",
"0500000US48063","Camp County, Texas","12498","null","*****","*****",
"0500000US48065","Carson County, Texas","5856","null","*****","*****",
"0500000US48067","Cass County, Texas","28692","null","*****","*****",
"0500000US48069","Castro County, Texas","7450","null","*****","*****",
"0500000US48071","Chambers County, Texas","45257","null","*****","*****",
"0500000US48073","Cherokee County, Texas","50564","null","*****","*****",
"0500000US48075","Childress County, Texas","6784","null","*****","*****",
"0500000US48077","Clay County, Texas","10236","null","*****","*****",
"0500000US48079","Cochran County, Texas","2553","null","*****","*****",
"0500000US48081","Coke County, Texas","3288","null","*****","*****",
"0500000US48083","Coleman County, Texas","7848","null","*****","*****",
"0500000US48085","Collin County, Texas","1039812","null","*****","*****",
"0500000US48087","Collingsworth County, Texas","2948","null","174","null",
"0500000US48089","Colorado County, Texas","20559","null","*****","*****",
"0500000US48091","Comal County, Texas","156257","null","*****","*****",
"0500000US48093","Comanche County, Texas","13540","null","*****","*****",
"0500000US48095","Concho County, Texas","3181","null","*****","*****",
"0500000US48097","Cooke County, Texas","41215","null","*****","*****",
"0500000US48099","Coryell County, Texas","81692","null","*****","*****",
"0500000US48101","Cottle County, Texas","1560","null","244","null",
"0500000US48103","Crane County, Texas","4654","null","*****","*****",
"0500000US48105","Crockett County, Texas","2939","null","314","null",
"0500000US48107","Crosby County, Texas","5265","null","*****","*****",
"0500000US48109","Culberson County, Texas","2209","null","*****","*****",
"0500000US48111","Dallam County, Texas","7135","null","*****","*****",
"0500000US48113","Dallas County, Texas","2604722","null","*****","*****",
"0500000US48115","Dawson County, Texas","12371","null","*****","*****",
"0500000US48117","Deaf Smith County, Texas","18675","null","*****","*****",
"0500000US48119","Delta County, Texas","5251","null","*****","*****",
"0500000US48121","Denton County, Texas","885012","null","*****","*****",
"0500000US48123","DeWitt County, Texas","19834","null","*****","*****",
"0500000US48125","Dickens County, Texas","1569","null","174","null",
"0500000US48127","Dimmit County, Texas","8840","null","*****","*****",
"0500000US48129","Donley County, Texas","3266","null","*****","*****",
"0500000US48131","Duval County, Texas","10001","null","*****","*****",
"0500000US48133","Eastland County, Texas","17785","null","*****","*****",
"0500000US48135","Ector County, Texas","161258","null","*****","*****",
"0500000US48137","Edwards County, Texas","1366","null","197","null",
"0500000US48139","Ellis County, Texas","187984","null","*****","*****",
"0500000US48141","El Paso County, Texas","860485","null","*****","*****",
"0500000US48143","Erath County, Texas","42288","null","*****","*****",
"0500000US48145","Falls County, Texas","17074","null","*****","*****",
"0500000US48147","Fannin County, Texas","35453","null","*****","*****",
"0500000US48149","Fayette County, Texas","24445","null","*****","*****",
"0500000US48151","Fisher County, Texas","3720","null","*****","*****",
"0500000US48153","Floyd County, Texas","5478","null","*****","*****",
"0500000US48155","Foard County, Texas","1087","null","175","null",
"0500000US48157","Fort Bend County, Texas","806497","null","*****","*****",
"0500000US48159","Franklin County, Texas","10413","null","*****","*****",
"0500000US48161","Freestone County, Texas","19478","null","*****","*****",
"0500000US48163","Frio County, Texas","18428","null","*****","*****",
"0500000US48165","Gaines County, Texas","21167","null","*****","*****",
"0500000US48167","Galveston County, Texas","347084","null","*****","*****",
"0500000US48169","Garza County, Texas","5734","null","244","null",
"0500000US48171","Gillespie County, Texas","26730","null","*****","*****",
"0500000US48173","Glasscock County, Texas","1221","null","146","null",
"0500000US48175","Goliad County, Texas","7085","null","*****","*****",
"0500000US48177","Gonzales County, Texas","19720","null","*****","*****",
"0500000US48179","Gray County, Texas","21398","null","*****","*****",
"0500000US48181","Grayson County, Texas","134205","null","*****","*****",
"0500000US48183","Gregg County, Texas","123744","null","*****","*****",
"0500000US48185","Grimes County, Texas","28878","null","*****","*****",
"0500000US48187","Guadalupe County, Texas","169477","null","*****","*****",
"0500000US48189","Hale County, Texas","32879","null","*****","*****",
"0500000US48191","Hall County, Texas","2875","null","*****","*****",
"0500000US48193","Hamilton County, Texas","8211","null","*****","*****",
"0500000US48195","Hansford County, Texas","5332","null","*****","*****",
"0500000US48197","Hardeman County, Texas","3567","null","*****","*****",
"0500000US48199","Hardin County, Texas","56124","null","*****","*****",
"0500000US48201","Harris County, Texas","4697957","null","*****","*****",
"0500000US48203","Harrison County, Texas","68674","null","*****","*****",
"0500000US48205","Hartley County, Texas","5465","null","*****","*****",
"0500000US48207","Haskell County, Texas","5420","null","*****","*****",
"0500000US48209","Hays County, Texas","234573","null","*****","*****",
"0500000US48211","Hemphill County, Texas","3450","null","*****","*****",
"0500000US48213","Henderson County, Texas","81717","null","*****","*****",
"0500000US48215","Hidalgo County, Texas","865677","null","*****","*****",
"0500000US48217","Hill County, Texas","35686","null","*****","*****",
"0500000US48219","Hockley County, Texas","21670","null","*****","*****",
"0500000US48221","Hood County, Texas","60521","null","*****","*****",
"0500000US48223","Hopkins County, Texas","36666","null","*****","*****",
"0500000US48225","Houston County, Texas","22288","null","*****","*****",
"0500000US48227","Howard County, Texas","34620","null","*****","*****",
"0500000US48229","Hudspeth County, Texas","3322","null","*****","*****",
"0500000US48231","Hunt County, Texas","98783","null","*****","*****",
"0500000US48233","Hutchinson County, Texas","20801","null","*****","*****",
"0500000US48235","Irion County, Texas","1555","null","152","null",
"0500000US48237","Jack County, Texas","8494","null","*****","*****",
"0500000US48239","Jackson County, Texas","14971","null","*****","*****",
"0500000US48241","Jasper County, Texas","33369","null","*****","*****",
"0500000US48243","Jeff Davis County, Texas","2021","null","*****","*****",
"0500000US48245","Jefferson County, Texas","256755","null","*****","*****",
"0500000US48247","Jim Hogg County, Texas","4864","null","*****","*****",
"0500000US48249","Jim Wells County, Texas","39203","null","*****","*****",
"0500000US48251","Johnson County, Texas","177022","null","*****","*****",
"0500000US48253","Jones County, Texas","19721","null","*****","*****",
"0500000US48255","Karnes County, Texas","14823","null","*****","*****",
"0500000US48257","Kaufman County, Texas","140145","null","*****","*****",
"0500000US48259","Kendall County, Texas","43842","null","*****","*****",
"0500000US48261","Kenedy County, Texas","169","null","129","null",
"0500000US48263","Kent County, Texas","632","null","118","null",
"0500000US48265","Kerr County, Texas","52411","null","*****","*****",
"0500000US48267","Kimble County, Texas","4295","null","*****","*****",
"0500000US48269","King County, Texas","229","null","78","null",
"0500000US48271","Kinney County, Texas","3199","null","*****","*****",
"0500000US48273","Kleberg County, Texas","31015","null","*****","*****",
"0500000US48275","Knox County, Texas","3384","null","*****","*****",
"0500000US48277","Lamar County, Texas","49932","null","*****","*****",
"0500000US48279","Lamb County, Texas","13147","null","*****","*****",
"0500000US48281","Lampasas County, Texas","21443","null","*****","*****",
"0500000US48283","La Salle County, Texas","6956","null","129","null",
"0500000US48285","Lavaca County, Texas","20287","null","*****","*****",
"0500000US48287","Lee County, Texas","17393","null","*****","*****",
"0500000US48289","Leon County, Texas","15877","null","*****","*****",
"0500000US48291","Liberty County, Texas","89948","null","*****","*****",
"0500000US48293","Limestone County, Texas","22252","null","*****","*****",
"0500000US48295","Lipscomb County, Texas","3138","null","*****","*****",
"0500000US48297","Live Oak County, Texas","11378","null","*****","*****",
"0500000US48299","Llano County, Texas","21246","null","*****","*****",
"0500000US48301","Loving County, Texas","83","null","76","null",
"0500000US48303","Lubbock County, Texas","308580","null","*****","*****",
"0500000US48305","Lynn County, Texas","5587","null","*****","*****",
"0500000US48307","McCulloch County, Texas","7676","null","*****","*****",
"0500000US48309","McLennan County, Texas","258031","null","*****","*****",
"0500000US48311","McMullen County, Texas","729","null","197","null",
"0500000US48313","Madison County, Texas","13579","null","*****","*****",
"0500000US48315","Marion County, Texas","9748","null","*****","*****",
"0500000US48317","Martin County, Texas","5213","null","*****","*****",
"0500000US48319","Mason County, Texas","3948","null","*****","*****",
"0500000US48321","Matagorda County, Texas","36323","null","*****","*****",
"0500000US48323","Maverick County, Texas","57769","null","*****","*****",
"0500000US48325","Medina County, Texas","50458","null","*****","*****",
"0500000US48327","Menard County, Texas","1981","null","*****","*****",
"0500000US48329","Midland County, Texas","166964","null","*****","*****",
"0500000US48331","Milam County, Texas","24895","null","*****","*****",
"0500000US48333","Mills County, Texas","4520","null","*****","*****",
"0500000US48335","Mitchell County, Texas","8903","null","*****","*****",
"0500000US48337","Montague County, Texas","19850","null","*****","*****",
"0500000US48339","Montgomery County, Texas","607999","null","*****","*****",
"0500000US48341","Moore County, Texas","21494","null","*****","*****",
"0500000US48343","Morris County, Texas","11988","null","*****","*****",
"0500000US48345","Motley County, Texas","1269","null","150","null",
"0500000US48347","Nacogdoches County, Texas","64822","null","*****","*****",
"0500000US48349","Navarro County, Texas","51908","null","*****","*****",
"0500000US48351","Newton County, Texas","12532","null","*****","*****",
"0500000US48353","Nolan County, Texas","14727","null","*****","*****",
"0500000US48355","Nueces County, Texas","353594","null","*****","*****",
"0500000US48357","Ochiltree County, Texas","10063","null","*****","*****",
"0500000US48359","Oldham County, Texas","2251","null","250","null",
"0500000US48361","Orange County, Texas","85045","null","*****","*****",
"0500000US48363","Palo Pinto County, Texas","28303","null","*****","*****",
"0500000US48365","Panola County, Texas","22583","null","*****","*****",
"0500000US48367","Parker County, Texas","144803","null","*****","*****",
"0500000US48369","Parmer County, Texas","9874","null","*****","*****",
"0500000US48371","Pecos County, Texas","15202","null","*****","*****",
"0500000US48373","Polk County, Texas","49372","null","*****","*****",
"0500000US48375","Potter County, Texas","119043","null","*****","*****",
"0500000US48377","Presidio County, Texas","6328","null","*****","*****",
"0500000US48379","Rains County, Texas","12013","null","*****","*****",
"0500000US48381","Randall County, Texas","139176","null","*****","*****",
"0500000US48383","Reagan County, Texas","3363","null","*****","*****",
"0500000US48385","Real County, Texas","2852","null","*****","*****",
"0500000US48387","Red River County, Texas","11685","null","*****","*****",
"0500000US48389","Reeves County, Texas","14584","null","*****","*****",
"0500000US48391","Refugio County, Texas","6822","null","*****","*****",
"0500000US48393","Roberts County, Texas","724","null","114","null",
"0500000US48395","Robertson County, Texas","16839","null","*****","*****",
"0500000US48397","Rockwall County, Texas","105227","null","*****","*****",
"0500000US48399","Runnels County, Texas","9887","null","*****","*****",
"0500000US48401","Rusk County, Texas","52542","null","*****","*****",
"0500000US48403","Sabine County, Texas","9974","null","*****","*****",
"0500000US48405","San Augustine County, Texas","7964","null","*****","*****",
"0500000US48407","San Jacinto County, Texas","27380","null","*****","*****",
"0500000US48409","San Patricio County, Texas","68600","null","*****","*****",
"0500000US48411","San Saba County, Texas","5775","null","*****","*****",
"0500000US48413","Schleicher County, Texas","2547","null","*****","*****",
"0500000US48415","Scurry County, Texas","16985","null","*****","*****",
"0500000US48417","Shackelford County, Texas","3145","null","*****","*****",
"0500000US48419","Shelby County, Texas","24254","null","*****","*****",
"0500000US48421","Sherman County, Texas","2357","null","250","null",
"0500000US48423","Smith County, Texas","231429","null","*****","*****",
"0500000US48425","Somervell County, Texas","9170","null","*****","*****",
"0500000US48427","Starr County, Texas","65568","null","*****","*****",
"0500000US48429","Stephens County, Texas","9142","null","*****","*****",
"0500000US48431","Sterling County, Texas","1391","null","175","null",
"0500000US48433","Stonewall County, Texas","1358","null","118","null",
"0500000US48435","Sutton County, Texas","3417","null","*****","*****",
"0500000US48437","Swisher County, Texas","7055","null","*****","*****",
"0500000US48439","Tarrant County, Texas","2091953","null","*****","*****",
"0500000US48441","Taylor County, Texas","141739","null","*****","*****",
"0500000US48443","Terrell County, Texas","979","null","314","null",
"0500000US48445","Terry County, Texas","11937","null","*****","*****",
"0500000US48447","Throckmorton County, Texas","1426","null","152","null",
"0500000US48449","Titus County, Texas","31327","null","*****","*****",
"0500000US48451","Tom Green County, Texas","119048","null","*****","*****",
"0500000US48453","Travis County, Texas","1267795","null","*****","*****",
"0500000US48455","Trinity County, Texas","13695","null","*****","*****",
"0500000US48457","Tyler County, Texas","20032","null","*****","*****",
"0500000US48459","Upshur County, Texas","40781","null","*****","*****",
"0500000US48461","Upton County, Texas","3340","null","*****","*****",
"0500000US48463","Uvalde County, Texas","24918","null","*****","*****",
"0500000US48465","Val Verde County, Texas","47767","null","*****","*****",
"0500000US48467","Van Zandt County, Texas","58782","null","*****","*****",
"0500000US48469","Victoria County, Texas","91280","null","*****","*****",
"0500000US48471","Walker County, Texas","76506","null","*****","*****",
"0500000US48473","Waller County, Texas","55505","null","*****","*****",
"0500000US48475","Ward County, Texas","11375","null","*****","*****",
"0500000US48477","Washington County, Texas","35561","null","*****","*****",
"0500000US48479","Webb County, Texas","266963","null","*****","*****",
"0500000US48481","Wharton County, Texas","41602","null","*****","*****",
"0500000US48483","Wheeler County, Texas","5091","null","*****","*****",
"0500000US48485","Wichita County, Texas","129419","null","*****","*****",
"0500000US48487","Wilbarger County, Texas","12887","null","*****","*****",
"0500000US48489","Willacy County, Texas","20423","null","*****","*****",
"0500000US48491","Williamson County, Texas","591759","null","*****","*****",
"0500000US48493","Wilson County, Texas","49374","null","*****","*****",
"0500000US48495","Winkler County, Texas","7629","null","*****","*****",
"0500000US48497","Wise County, Texas","67877","null","*****","*****",
"0500000US48499","Wood County, Texas","44615","null","*****","*****",
"0500000US48501","Yoakum County, Texas","7707","null","*****","*****",
"0500000US48503","Young County, Texas","17894","null","*****","*****",
"0500000US48505","Zapata County, Texas","13945","null","*****","*****",
"0500000US48507","Zavala County, Texas","9900","null","*****","*****",
"0500000US49001","Beaver County, Utah","6962","null","*****","*****",
"0500000US49003","Box Elder County, Utah","56891","null","*****","*****",
"0500000US49005","Cache County, Utah","131703","null","*****","*****",
"0500000US49007","Carbon County, Utah","20208","null","*****","*****",
"0500000US49009","Daggett County, Utah","564","null","132","null",
"0500000US49011","Davis County, Utah","358831","null","*****","*****",
"0500000US49013","Duchesne County, Utah","19651","null","*****","*****",
"0500000US49015","Emery County, Utah","9839","null","*****","*****",
"0500000US49017","Garfield County, Utah","5061","null","*****","*****",
"0500000US49019","Grand County, Utah","9630","null","*****","*****",
"0500000US49021","Iron County, Utah","55839","null","*****","*****",
"0500000US49023","Juab County, Utah","11648","null","*****","*****",
"0500000US49025","Kane County, Utah","7635","null","*****","*****",
"0500000US49027","Millard County, Utah","12860","null","*****","*****",
"0500000US49029","Morgan County, Utah","12162","null","*****","*****",
"0500000US49031","Piute County, Utah","1809","null","132","null",
"0500000US49033","Rich County, Utah","2507","null","*****","*****",
"0500000US49035","Salt Lake County, Utah","1173331","null","*****","*****",
"0500000US49037","San Juan County, Utah","14610","null","*****","*****",
"0500000US49039","Sanpete County, Utah","28458","null","*****","*****",
"0500000US49041","Sevier County, Utah","21471","null","*****","*****",
"0500000US49043","Summit County, Utah","42156","null","*****","*****",
"0500000US49045","Tooele County, Utah","71340","null","*****","*****",
"0500000US49047","Uintah County, Utah","35488","null","*****","*****",
"0500000US49049","Utah County, Utah","648265","null","*****","*****",
"0500000US49051","Wasatch County, Utah","34028","null","*****","*****",
"0500000US49053","Washington County, Utah","176533","null","*****","*****",
"0500000US49055","Wayne County, Utah","2500","null","*****","*****",
"0500000US49057","Weber County, Utah","259390","null","*****","*****",
"0500000US50001","Addison County, Vermont","37306","null","*****","*****",
"0500000US50003","Bennington County, Vermont","37235","null","*****","*****",
"0500000US50005","Caledonia County, Vermont","30402","null","*****","*****",
"0500000US50007","Chittenden County, Vermont","167523","null","*****","*****",
"0500000US50009","Essex County, Vermont","5972","null","*****","*****",
"0500000US50011","Franklin County, Vermont","49752","null","*****","*****",
"0500000US50013","Grand Isle County, Vermont","7249","null","*****","*****",
"0500000US50015","Lamoille County, Vermont","25920","null","*****","*****",
"0500000US50017","Orange County, Vermont","29286","null","*****","*****",
"0500000US50019","Orleans County, Vermont","27317","null","*****","*****",
"0500000US50021","Rutland County, Vermont","60662","null","*****","*****",
"0500000US50023","Washington County, Vermont","59609","null","*****","*****",
"0500000US50025","Windham County, Vermont","45811","null","*****","*****",
"0500000US50027","Windsor County, Vermont","57593","null","*****","*****",
"0500000US51001","Accomack County, Virginia","33388","null","*****","*****",
"0500000US51003","Albemarle County, Virginia","111438","null","*****","*****",
"0500000US51005","Alleghany County, Virginia","15266","null","*****","*****",
"0500000US51007","Amelia County, Virginia","13220","null","*****","*****",
"0500000US51009","Amherst County, Virginia","31381","null","*****","*****",
"0500000US51011","Appomattox County, Virginia","16039","null","*****","*****",
"0500000US51013","Arlington County, Virginia","235764","null","*****","*****",
"0500000US51015","Augusta County, Virginia","76948","null","*****","*****",
"0500000US51017","Bath County, Virginia","4243","null","*****","*****",
"0500000US51019","Bedford County, Virginia","79183","null","*****","*****",
"0500000US51021","Bland County, Virginia","6278","null","*****","*****",
"0500000US51023","Botetourt County, Virginia","33542","null","*****","*****",
"0500000US51025","Brunswick County, Virginia","16044","null","*****","*****",
"0500000US51027","Buchanan County, Virginia","20615","null","*****","*****",
"0500000US51029","Buckingham County, Virginia","16832","null","*****","*****",
"0500000US51031","Campbell County, Virginia","55656","null","*****","*****",
"0500000US51033","Caroline County, Virginia","30861","null","*****","*****",
"0500000US51035","Carroll County, Virginia","29123","null","*****","*****",
"0500000US51036","Charles City County, Virginia","6817","null","*****","*****",
"0500000US51037","Charlotte County, Virginia","11605","null","*****","*****",
"0500000US51041","Chesterfield County, Virginia","359798","null","*****","*****",
"0500000US51043","Clarke County, Virginia","14726","null","*****","*****",
"0500000US51045","Craig County, Virginia","4914","null","*****","*****",
"0500000US51047","Culpeper County, Virginia","52021","null","*****","*****",
"0500000US51049","Cumberland County, Virginia","9669","null","*****","*****",
"0500000US51051","Dickenson County, Virginia","14256","null","*****","*****",
"0500000US51053","Dinwiddie County, Virginia","28040","null","*****","*****",
"0500000US51057","Essex County, Virginia","10621","null","*****","*****",
"0500000US51059","Fairfax County, Virginia","1146825","null","*****","*****",
"0500000US51061","Fauquier County, Virginia","72416","null","*****","*****",
"0500000US51063","Floyd County, Virginia","15536","null","*****","*****",
"0500000US51065","Fluvanna County, Virginia","27078","null","*****","*****",
"0500000US51067","Franklin County, Virginia","54829","null","*****","*****",
"0500000US51069","Frederick County, Virginia","90287","null","*****","*****",
"0500000US51071","Giles County, Virginia","16764","null","*****","*****",
"0500000US51073","Gloucester County, Virginia","38586","null","*****","*****",
"0500000US51075","Goochland County, Virginia","24300","null","*****","*****",
"0500000US51077","Grayson County, Virginia","15418","null","*****","*****",
"0500000US51079","Greene County, Virginia","20374","null","*****","*****",
"0500000US51081","Greensville County, Virginia","11465","null","*****","*****",
"0500000US51083","Halifax County, Virginia","34228","null","*****","*****",
"0500000US51085","Hanover County, Virginia","109232","null","*****","*****",
"0500000US51087","Henrico County, Virginia","331924","null","*****","*****",
"0500000US51089","Henry County, Virginia","51077","null","*****","*****",
"0500000US51091","Highland County, Virginia","2229","null","*****","*****",
"0500000US51093","Isle of Wight County, Virginia","38301","null","*****","*****",
"0500000US51095","James City County, Virginia","77733","null","*****","*****",
"0500000US51097","King and Queen County, Virginia","6690","null","*****","*****",
"0500000US51099","King George County, Virginia","26597","null","*****","*****",
"0500000US51101","King William County, Virginia","17511","null","*****","*****",
"0500000US51103","Lancaster County, Virginia","10916","null","*****","*****",
"0500000US51105","Lee County, Virginia","22482","null","*****","*****",
"0500000US51107","Loudoun County, Virginia","413574","null","*****","*****",
"0500000US51109","Louisa County, Virginia","37136","null","*****","*****",
"0500000US51111","Lunenburg County, Virginia","11982","null","*****","*****",
"0500000US51113","Madison County, Virginia","13731","null","*****","*****",
"0500000US51115","Mathews County, Virginia","8548","null","*****","*****",
"0500000US51117","Mecklenburg County, Virginia","30347","null","*****","*****",
"0500000US51119","Middlesex County, Virginia","10686","null","*****","*****",
"0500000US51121","Montgomery County, Virginia","99294","null","*****","*****",
"0500000US51125","Nelson County, Virginia","14795","null","*****","*****",
"0500000US51127","New Kent County, Virginia","22519","null","*****","*****",
"0500000US51131","Northampton County, Virginia","12226","null","*****","*****",
"0500000US51133","Northumberland County, Virginia","11965","null","*****","*****",
"0500000US51135","Nottoway County, Virginia","15667","null","*****","*****",
"0500000US51137","Orange County, Virginia","36001","null","*****","*****",
"0500000US51139","Page County, Virginia","23734","null","*****","*****",
"0500000US51141","Patrick County, Virginia","17661","null","*****","*****",
"0500000US51143","Pittsylvania County, Virginia","60833","null","*****","*****",
"0500000US51145","Powhatan County, Virginia","29979","null","*****","*****",
"0500000US51147","Prince Edward County, Virginia","21887","null","*****","*****",
"0500000US51149","Prince George County, Virginia","42170","null","*****","*****",
"0500000US51153","Prince William County, Virginia","477224","null","*****","*****",
"0500000US51155","Pulaski County, Virginia","33893","null","*****","*****",
"0500000US51157","Rappahannock County, Virginia","7400","null","*****","*****",
"0500000US51159","Richmond County, Virginia","8902","null","*****","*****",
"0500000US51161","Roanoke County, Virginia","96303","null","*****","*****",
"0500000US51163","Rockbridge County, Virginia","22663","null","*****","*****",
"0500000US51165","Rockingham County, Virginia","83090","null","*****","*****",
"0500000US51167","Russell County, Virginia","25932","null","*****","*****",
"0500000US51169","Scott County, Virginia","21576","null","*****","*****",
"0500000US51171","Shenandoah County, Virginia","44037","null","*****","*****",
"0500000US51173","Smyth County, Virginia","29960","null","*****","*****",
"0500000US51175","Southampton County, Virginia","18028","null","*****","*****",
"0500000US51177","Spotsylvania County, Virginia","138493","null","*****","*****",
"0500000US51179","Stafford County, Virginia","154204","null","*****","*****",
"0500000US51181","Surry County, Virginia","6563","null","*****","*****",
"0500000US51183","Sussex County, Virginia","10960","null","*****","*****",
"0500000US51185","Tazewell County, Virginia","40615","null","*****","*****",
"0500000US51187","Warren County, Virginia","40442","null","*****","*****",
"0500000US51191","Washington County, Virginia","53997","null","*****","*****",
"0500000US51193","Westmoreland County, Virginia","18324","null","*****","*****",
"0500000US51195","Wise County, Virginia","36531","null","*****","*****",
"0500000US51197","Wythe County, Virginia","28347","null","*****","*****",
"0500000US51199","York County, Virginia","69635","null","*****","*****",
"0500000US51510","Alexandria city, Virginia","158185","null","*****","*****",
"0500000US51520","Bristol city, Virginia","16996","null","*****","*****",
"0500000US51530","Buena Vista city, Virginia","6649","null","*****","*****",
"0500000US51540","Charlottesville city, Virginia","46597","null","*****","*****",
"0500000US51550","Chesapeake city, Virginia","247172","null","*****","*****",
"0500000US51570","Colonial Heights city, Virginia","18127","null","*****","*****",
"0500000US51580","Covington city, Virginia","5716","null","*****","*****",
"0500000US51590","Danville city, Virginia","42556","null","*****","*****",
"0500000US51595","Emporia city, Virginia","5761","null","*****","*****",
"0500000US51600","Fairfax city, Virginia","23980","null","*****","*****",
"0500000US51610","Falls Church city, Virginia","14494","null","*****","*****",
"0500000US51620","Franklin city, Virginia","8249","null","*****","*****",
"0500000US51630","Fredericksburg city, Virginia","28027","null","*****","*****",
"0500000US51640","Galax city, Virginia","6681","null","*****","*****",
"0500000US51650","Hampton city, Virginia","136748","null","*****","*****",
"0500000US51660","Harrisonburg city, Virginia","52062","null","*****","*****",
"0500000US51670","Hopewell city, Virginia","23020","null","*****","*****",
"0500000US51678","Lexington city, Virginia","7287","null","*****","*****",
"0500000US51680","Lynchburg city, Virginia","78973","null","*****","*****",
"0500000US51683","Manassas city, Virginia","42596","null","*****","*****",
"0500000US51685","Manassas Park city, Virginia","17081","null","*****","*****",
"0500000US51690","Martinsville city, Virginia","13476","null","*****","*****",
"0500000US51700","Newport News city, Virginia","185069","null","*****","*****",
"0500000US51710","Norfolk city, Virginia","238556","null","*****","*****",
"0500000US51720","Norton city, Virginia","3696","null","*****","*****",
"0500000US51730","Petersburg city, Virginia","33229","null","*****","*****",
"0500000US51735","Poquoson city, Virginia","12382","null","*****","*****",
"0500000US51740","Portsmouth city, Virginia","97454","null","*****","*****",
"0500000US51750","Radford city, Virginia","16205","null","*****","*****",
"0500000US51760","Richmond city, Virginia","225676","null","*****","*****",
"0500000US51770","Roanoke city, Virginia","99578","null","*****","*****",
"0500000US51775","Salem city, Virginia","25335","null","*****","*****",
"0500000US51790","Staunton city, Virginia","25358","null","*****","*****",
"0500000US51800","Suffolk city, Virginia","93268","null","*****","*****",
"0500000US51810","Virginia Beach city, Virginia","457658","null","*****","*****",
"0500000US51820","Waynesboro city, Virginia","22149","null","*****","*****",
"0500000US51830","Williamsburg city, Virginia","15299","null","*****","*****",
"0500000US51840","Winchester city, Virginia","28194","null","*****","*****",
"0500000US53001","Adams County, Washington","20353","null","*****","*****",
"0500000US53003","Asotin County, Washington","22285","null","*****","*****",
"0500000US53005","Benton County, Washington","204551","null","*****","*****",
"0500000US53007","Chelan County, Washington","78508","null","*****","*****",
"0500000US53009","Clallam County, Washington","76727","null","*****","*****",
"0500000US53011","Clark County, Washington","496494","null","*****","*****",
"0500000US53013","Columbia County, Washington","3969","null","*****","*****",
"0500000US53015","Cowlitz County, Washington","109457","null","*****","*****",
"0500000US53017","Douglas County, Washington","42622","null","*****","*****",
"0500000US53019","Ferry County, Washington","7198","null","*****","*****",
"0500000US53021","Franklin County, Washington","95313","null","*****","*****",
"0500000US53023","Garfield County, Washington","2278","null","*****","*****",
"0500000US53025","Grant County, Washington","97874","null","*****","*****",
