GEOID,Name,Primary County,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
34192,"Grand Bay, AL Urban Cluster",01097,4127,1599,13626513,9945,30.503668,-88.323752
34219,"Grand Forks, ND--MN Urbanized Area",38035,61270,27032,63328497,175875,47.906425,-97.057269
34229,"Grand Forks AFB, ND Urban Cluster",38035,2697,989,5320343,0,47.949022,-97.374492
34246,"Grand Island, NE Urbanized Area",31079,50440,20091,72735768,561091,40.925749,-98.354756
34273,"Grand Junction, CO Urbanized Area",08077,128124,54388,203988468,2204701,39.089062,-108.567452
34300,"Grand Rapids, MI Urbanized Area",26081,569935,232212,726575362,15113973,42.942857,-85.6686
34327,"Grand Rapids, MN Urban Cluster",27061,9285,4293,20839384,965346,47.231797,-93.525399
34354,"Grand Saline, TX Urban Cluster",48467,3236,1280,6849020,36479,32.675103,-95.711196
34381,"Grandview, WA Urban Cluster",53077,18407,5796,28537957,310873,46.240153,-119.846969
34397,"Granger, WA Urban Cluster",53077,3048,756,2274488,36387,46.344245,-120.19148
34408,"Grangerland, TX Urban Cluster",48339,5756,1882,13726636,0,30.22351,-95.320141
34435,"Grangeville, ID Urban Cluster",16049,3150,1531,3987390,429,45.926204,-116.123467
34462,"Granite Falls, MN Urban Cluster",27173,2842,1387,5203936,69428,44.809871,-95.539515
34470,"Granite Falls, WA Urban Cluster",53061,6129,2517,12288092,364025,48.097647,-121.970597
34478,"Granite Shoals, TX Urban Cluster",48053,5573,2916,13514546,854043,30.597114,-98.371102
34489,"Grants, NM Urban Cluster",35006,12152,4528,20999563,0,35.16002,-107.848092
34516,"Grants Pass, OR Urbanized Area",41033,50520,23257,70526676,744260,42.43003,-123.321116
34543,"Grantsville, UT Urban Cluster",49045,6673,2214,9771352,0,40.591111,-112.457353
34554,"Grantville, GA Urban Cluster",13077,2571,984,7180947,45587,33.235944,-84.821733
34570,"Granville, NY--VT Urban Cluster",36115,2762,1248,5120446,474,43.410899,-73.268201
34597,"Grass Valley, CA Urban Cluster",06057,34308,16599,72520014,62759,39.225309,-121.100586
34613,"Gray, GA Urban Cluster",13169,4566,1701,9957593,108493,33.002021,-83.540932
34624,"Grayling, MI Urban Cluster",26039,3858,1775,10715744,333983,44.667422,-84.717016
34651,"Grayson, KY Urban Cluster",21043,5716,2371,13867114,194086,38.336337,-82.926051
34678,"Great Barrington, MA Urban Cluster",25003,4571,2301,13347545,502566,42.218688,-73.365368
34705,"Great Bend, KS Urban Cluster",20009,16177,7199,17214186,245311,38.368092,-98.777648
34759,"Great Falls, MT Urbanized Area",30013,65207,29435,80671725,1748543,47.501365,-111.284285
34786,"Greeley, CO Urbanized Area",08123,117825,45555,106741698,402739,40.404427,-104.731568
34813,"Green Bay, WI Urbanized Area",55009,206520,88146,271601062,7368739,44.507214,-88.039503
34826,"Greenbrier, AR Urban Cluster",05045,4069,1565,13265859,23193,35.228347,-92.383593
34840,"Greencastle, IN Urban Cluster",18133,10625,3844,11800011,132764,39.646777,-86.848102
34894,"Greeneville, TN Urban Cluster",47059,23957,10983,68096359,0,36.166767,-82.809958
34921,"Greenfield, CA Urban Cluster",06053,16451,3783,7105161,202,36.326581,-121.245075
34975,"Greenfield, MA Urban Cluster",25011,22965,10890,36601791,891365,42.587098,-72.5666
35002,"Greenfield, OH Urban Cluster",39071,5100,2339,4283524,0,39.35012,-83.390314
35029,"Green Forest, AR Urban Cluster",05015,2656,1060,4501974,0,36.334527,-93.429166
35083,"Green River, WY Urban Cluster",56037,12672,5065,12120132,385913,41.519134,-109.471774
35137,"Greensboro, GA Urban Cluster",13133,2759,1167,5819394,110895,33.574371,-83.179061
35164,"Greensboro, NC Urbanized Area",37081,311810,140442,479873184,10741888,36.097302,-79.843953
35191,"Greensburg, IN Urban Cluster",18031,11560,5210,15927528,26464,39.341455,-85.485296
35218,"Greentown, IN Urban Cluster",18067,3219,1408,5938716,255078,40.481782,-85.979713
35272,"Greenville, AL Urban Cluster",01013,6026,2768,10509696,0,31.830685,-86.625151
35299,"Greenville, IL Urban Cluster",17005,6976,2323,8804082,0,38.887321,-89.400403
35326,"Greenville, MI Urban Cluster",26117,9743,4271,15974648,314787,43.181411,-85.263948
35353,"Greenville, MS Urban Cluster",28151,35025,14821,57850026,109095,33.397293,-91.038903
35380,"Greenville, NC Urbanized Area",37147,117798,53845,168569326,1538940,35.582955,-77.370517
35407,"Greenville, OH Urban Cluster",39037,13337,6574,13139682,111582,40.103992,-84.62491
35434,"Greenville, PA Urban Cluster",42085,10771,4661,18532065,0,41.406374,-80.400494
35461,"Greenville, SC Urbanized Area",45045,400492,175798,828930177,7277553,34.844374,-82.442284
35488,"Greenville, TX Urban Cluster",48231,23283,9813,31259464,41739,33.124169,-96.109955
35515,"Greenwich, NY Urban Cluster",36115,2551,1190,4537678,35372,43.094151,-73.511541
35542,"Greenwood, AR Urban Cluster",05131,8619,3440,16429145,376710,35.214647,-94.255183
35569,"Greenwood, MS Urban Cluster",28083,22380,9101,36781324,331365,33.512656,-90.174088
35596,"Greenwood, SC Urban Cluster",45047,42103,18610,90804261,636973,34.205121,-82.168376
35623,"Grenada, MS Urban Cluster",28043,10481,4890,23382519,42194,33.763394,-89.806541
35677,"Gridley, CA Urban Cluster",06007,8393,3043,11683258,0,39.359713,-121.685591
35690,"Grifton, NC Urban Cluster",37147,3688,1588,14896884,0,35.383166,-77.431274
35704,"Grinnell, IA Urban Cluster",19157,9080,3796,10380972,106334,41.74279,-92.724935
35716,"Grissom AFB, IN Urban Cluster",18103,6359,1596,11263285,0,40.655988,-86.133496
35731,"Groesbeck, TX Urban Cluster",48293,3948,1319,4829328,37566,31.520928,-96.528531
35758,"Grottoes, VA Urban Cluster",51165,4075,1712,7359491,17588,38.272434,-78.812206
35785,"Grove, OK Urban Cluster",40041,7158,4032,22050045,2808565,36.592166,-94.796145
35812,"Grove City, PA Urban Cluster",42085,11886,4076,23013832,39705,41.156803,-80.080683
35839,"Guadalupe, CA Urban Cluster",06083,7080,1887,2744249,9150,34.965323,-120.574576
35866,"Guayama, PR Urbanized Area",72057,80155,35613,105572096,8097221,17.979333,-66.093693
35893,"Guerneville, CA Urban Cluster",06097,4805,3597,11816368,529680,38.498966,-122.997327
35920,"Gulfport, MS Urbanized Area",28047,208948,97318,426180562,31628511,30.401252,-89.023802
35974,"Gun Barrel City, TX Urban Cluster",48213,14884,8348,37622411,320359,32.313897,-96.139774
35987,"Gun Lake, MI Urban Cluster",26015,2660,1843,7384958,867019,42.628039,-85.524694
36001,"Gunnison, CO Urban Cluster",08051,6343,2974,8347979,0,38.5433,-106.935523
36028,"Gunnison, UT Urban Cluster",49039,4157,901,6065486,0,39.141117,-111.81821
36055,"Gustine, CA Urban Cluster",06047,5521,2083,3011702,0,37.253838,-121.002987
36082,"Guthrie, OK Urban Cluster",40083,8191,3711,13766484,0,35.878387,-97.419133
36109,"Guymon, OK Urban Cluster",40139,11338,4233,12582370,0,36.688078,-101.474517
36136,"Gypsum, CO Urban Cluster",08037,5963,2017,9045020,115558,39.640409,-106.940959
36190,"Hagerstown, MD--WV--PA Urbanized Area",24043,182696,77100,345198349,493324,39.695037,-77.696752
36217,"Hailey, ID Urban Cluster",16013,10453,4536,15065333,29365,43.503392,-114.295877
36231,"Haleiwa--Waialua--Pupukea, HI Urban Cluster",15003,13770,5308,14598412,199755,21.627129,-158.074616
36244,"Haleyville, AL Urban Cluster",01133,3922,1950,10733289,13407,34.231419,-87.622691
36271,"Half Moon Bay, CA Urban Cluster",06081,20713,7987,19175210,200,37.514677,-122.508372
36298,"Halls, TN Urban Cluster",47097,2735,1241,5518548,0,35.8759,-89.392248
36325,"Hallsville, TX Urban Cluster",48203,3658,1381,6534031,0,32.504592,-94.57934
36352,"Hamburg, AR Urban Cluster",05003,2724,1156,7265473,0,33.223106,-91.797158
36396,"Hamilton, AL Urban Cluster",01093,3207,1511,10798004,37327,34.138791,-87.998586
36406,"Hamilton, MT Urban Cluster",30081,6182,3352,10825980,9471,46.240195,-114.155467
36433,"Hamilton, NY Urban Cluster",36053,4427,1119,4784555,24141,42.825741,-75.544692
36460,"Hamilton, TX Urban Cluster",48193,3034,1432,5857023,0,31.703366,-98.119775
36514,"Hammond, LA Urbanized Area",22105,67629,27712,198503551,755580,30.49271,-90.481625
36541,"Hammonton, NJ Urban Cluster",34001,13152,5095,23139608,347197,39.63266,-74.790167
36568,"Hampshire, IL Urban Cluster",17089,4619,1705,5721007,0,42.094033,-88.521743
36585,"Hampstead, NC Urban Cluster",37141,10716,4926,39831043,402647,34.385913,-77.650522
36622,"Hampton, IA Urban Cluster",19069,4246,1848,5215351,0,42.744724,-93.204812
36649,"Hampton, SC Urban Cluster",45049,4540,2085,14561504,0,32.858826,-81.097552
36676,"Hanceville, AL Urban Cluster",01043,2948,1417,6002284,11305,34.068616,-86.77027
36703,"Hanford, CA Urbanized Area",06031,87941,30114,71903046,0,36.328001,-119.600843
36730,"Hannibal, MO Urban Cluster",29127,18472,8267,27344850,45318,39.709099,-91.389416
36784,"Hanover, PA Urbanized Area",42133,66301,27104,93944602,217389,39.812439,-77.033723
36798,"Hardeeville, SC Urban Cluster",45053,2957,1081,7548812,854,32.280884,-81.074371
36811,"Hardin, MT Urban Cluster",30003,3614,1440,3390068,0,45.733109,-107.613606
36823,"Hardyston Township West, NJ Urban Cluster",34037,2550,1131,4735264,17880,41.145614,-74.610882
36838,"Harlan, IA Urban Cluster",19165,4934,2337,5439294,0,41.651154,-95.326535
36865,"Harlan, KY Urban Cluster",21095,7065,3279,12801444,555168,36.849168,-83.326007
36878,"Harlem, GA Urban Cluster",13073,2705,1135,8896026,9555,33.415778,-82.319789
36892,"Harlingen, TX Urbanized Area",48061,135663,49476,214302179,2432294,26.166611,-97.705324
36919,"Harrah, OK Urban Cluster",40109,3904,1617,13910342,0,35.457771,-97.172943
36946,"Harriman--Kingston--Rockwood, TN Urban Cluster",47145,23515,11139,74049448,2855099,35.885037,-84.556988
36973,"Harrington, DE Urban Cluster",10001,4448,1911,7470341,0,38.924482,-75.563339
37000,"Harrisburg, IL Urban Cluster",17165,9463,4404,15958173,137893,37.733752,-88.548961
37054,"Harrisburg, OR Urban Cluster",41043,3637,1351,3794800,0,44.272031,-123.164835
37081,"Harrisburg, PA Urbanized Area",42043,444474,196644,672212666,22372331,40.245625,-76.86615
37091,"Harrisburg, SD Urban Cluster",46083,3071,1152,3637258,0,43.426003,-96.700781
37108,"Harrison, AR Urban Cluster",05009,13950,6487,29114738,49555,36.242592,-93.11765
37135,"Harrison, MI Urban Cluster",26035,3589,2362,8326141,718409,44.017677,-84.792444
37145,"Harrison, OH--IN Urban Cluster",39061,12910,5498,23168664,211664,39.25226,-84.784731
37162,"Harrisonburg, VA Urbanized Area",51660,66784,24517,84219746,256962,38.42382,-78.8862
37189,"Harrisonville, MO Urban Cluster",29037,9358,3840,14419005,80097,38.651687,-94.349926
37216,"Harrodsburg, KY Urban Cluster",21167,8715,4149,13584331,28311,37.764261,-84.846036
37232,"Hart, MI Urban Cluster",26127,2556,1046,5125891,178068,43.693635,-86.374784
37243,"Hartford, CT Urbanized Area",09003,924859,388538,1336877790,23714549,41.740122,-72.69883
37324,"Hartford City, IN Urban Cluster",18009,6160,3063,11234239,68789,40.455095,-85.369334
37378,"Hartshorne, OK Urban Cluster",40121,2539,1196,4885504,0,34.84851,-95.565139
37405,"Hartsville, SC Urban Cluster",45031,15125,6931,32351491,497294,34.372807,-80.08805
37432,"Hartwell, GA Urban Cluster",13147,5884,2748,15049999,198715,34.352808,-82.931293
37459,"Harvard, IL Urban Cluster",17111,9940,3515,11359128,0,42.425261,-88.621108
37486,"Haskell, TX Urban Cluster",48207,3090,1319,5087294,0,33.161709,-99.733226
37513,"Hastings, MI Urban Cluster",26015,7713,3454,12104656,784521,42.658866,-85.296267
37540,"Hastings, MN Urban Cluster",27037,22328,9318,24199650,1224206,44.735255,-92.866077
37567,"Hastings, NE Urban Cluster",31001,24312,10583,22519657,410827,40.592563,-98.396581
37594,"Hattiesburg, MS Urbanized Area",28035,80358,35693,178547257,3802357,31.318542,-89.343147
37621,"Havana, FL Urban Cluster",12039,2771,1240,5701986,0,30.620681,-84.416213
37648,"Havana, IL Urban Cluster",17125,3302,1538,5830996,0,40.294816,-90.060461
37675,"Havelock, NC Urban Cluster",37049,21596,7194,34835548,640754,34.899539,-76.904754
37702,"Havre, MT Urban Cluster",30041,9657,4452,10957901,1241,48.54461,-109.680469
37716,"Hawaiian Paradise Park, HI Urban Cluster",15001,20503,8062,83615138,0,19.552008,-154.957589
37729,"Hawkinsville, GA Urban Cluster",13235,3999,1906,8258109,109204,32.280412,-83.473369
37756,"Hawthorne, NV Urban Cluster",32021,3249,1863,3107938,0,38.525201,-118.624663
37783,"Hays, KS Urban Cluster",20051,21180,9598,26396387,0,38.87298,-99.312121
37810,"Hayti, MO Urban Cluster",29155,3489,1583,4228942,0,36.234609,-89.75636
37823,"Hayward, WI Urban Cluster",55113,2616,1373,7140430,601548,46.010496,-91.483963
37837,"Hazard, KY Urban Cluster",21193,7444,3434,17847265,611054,37.258143,-83.201146
37864,"Hazel Green, AL Urban Cluster",01089,3207,1196,9827353,5883,34.939223,-86.583694
37891,"Hazlehurst, GA Urban Cluster",13161,4594,2004,10434143,159133,31.864841,-82.600961
37918,"Hazlehurst, MS Urban Cluster",28029,4868,1882,10778768,116967,31.862299,-90.394094
37945,"Hazleton, PA Urbanized Area",42079,56827,25625,80886640,77532,40.983517,-75.98017
37959,"Headland, AL Urban Cluster",01067,3240,1415,6017000,0,31.330709,-85.341614
37972,"Hearne, TX Urban Cluster",48395,4346,1807,6623482,8646,30.876055,-96.596965
37999,"Heavener, OK Urban Cluster",40079,3760,1333,6768878,0,34.893467,-94.611166
38026,"Hebbronville, TX Urban Cluster",48247,4378,1897,4341806,0,27.310182,-98.6802
38053,"Heber, UT Urban Cluster",49051,17212,6165,33241703,0,40.502129,-111.422572
38080,"Heber Springs, AR Urban Cluster",05023,6357,3034,12274159,0,35.499808,-92.031822
38134,"Hebron, IN Urban Cluster",18127,3535,1455,3321945,0,41.326361,-87.202494
38161,"Helena, MT Urban Cluster",30049,45055,20245,72891376,284645,46.614109,-111.993456
38172,"Helena-West Helena, AR Urban Cluster",05107,11321,5163,15837296,0,34.541578,-90.633521
38215,"Hemet, CA Urbanized Area",06065,163379,65638,127136672,1829065,33.753011,-116.979374
38242,"Hempstead, TX Urban Cluster",48473,5600,2126,9701009,2782,30.09304,-96.074997
38269,"Henderson, NC Urban Cluster",37181,20858,9227,47357508,111294,36.31653,-78.402559
38296,"Henderson, TN Urban Cluster",47023,6027,2148,12240149,22914,35.453589,-88.661026
38323,"Henderson, TX Urban Cluster",48401,15187,4634,22975274,142220,32.158691,-94.805108
38350,"Henrietta, TX Urban Cluster",48077,2731,1260,3406366,10473,33.815988,-98.192756
38404,"Henryetta, OK Urban Cluster",40111,6562,3089,12172542,0,35.44716,-95.97845
38431,"Hereford, TX Urban Cluster",48117,15941,5665,16568903,0,34.8256,-102.39914
38445,"Heritage Lake, IN Urban Cluster",18133,2737,1256,6451666,1215448,39.737093,-86.70723
38485,"Hermiston, OR Urban Cluster",41059,27790,10250,39750584,42815,45.859166,-119.286137
38566,"Hesston, KS Urban Cluster",20079,3306,1284,4877859,0,38.139931,-97.427729
38580,"Heyworth, IL Urban Cluster",17113,3016,1128,4274019,0,40.318434,-88.969142
38593,"Hiawatha, KS Urban Cluster",20013,3145,1582,5055964,0,39.852687,-95.535871
38620,"Hibbing, MN Urban Cluster",27137,11616,6004,13775176,28709,47.413928,-92.929308
38647,"Hickory, NC Urbanized Area",37035,212195,93405,677451585,9660599,35.754921,-81.421074
38674,"Hicksville, OH Urban Cluster",39039,3613,1586,5484987,0,41.293747,-84.765274
38713,"Hidden Valley Lake, CA Urban Cluster",06033,4647,2171,9326247,362975,38.801808,-122.554199
38728,"Higginsville, MO Urban Cluster",29107,4621,2177,4968251,12985,39.07455,-93.724928
38755,"Highland, IL Urban Cluster",17119,11525,4856,27339644,287193,38.750081,-89.667469
38794,"Highland Oaks, TX Urban Cluster",48029,2855,879,7672157,2918,29.163539,-98.460552
38809,"High Point, NC Urbanized Area",37081,166485,73724,293115401,4271487,35.941475,-80.011204
38823,"High Springs, FL Urban Cluster",12001,3022,1374,6166322,0,29.826668,-82.596387
38863,"Hillsboro, IL Urban Cluster",17135,7261,2496,10087381,126554,39.160352,-89.493918
38890,"Hillsboro, KS Urban Cluster",20115,2815,1111,2936617,6729,38.349909,-97.202926
38903,"Hillsboro, MO Urban Cluster",29099,2674,925,5678426,0,38.234848,-90.560072
38917,"Hillsboro, OH Urban Cluster",39071,6668,3196,10967291,0,39.209358,-83.612629
38944,"Hillsboro, TX Urban Cluster",48217,8328,3363,16959121,74830,32.010023,-97.112089
38971,"Hillsborough, NH Urban Cluster",33011,3884,1801,8027569,176860,43.129692,-71.898189
38998,"Hillsdale, MI Urban Cluster",26059,11646,4893,19491974,714004,41.928247,-84.628387
39025,"Hilmar-Irwin, CA Urban Cluster",06047,4852,1714,5125811,0,37.409772,-120.851958
39052,"Hilo, HI Urban Cluster",15001,43925,17091,63624458,182617,19.699591,-155.085319
39079,"Hilton Head Island, SC Urbanized Area",45013,68998,47033,175180967,7778399,32.228748,-80.751885
39133,"Hinesville, GA Urbanized Area",13179,51456,20957,81224716,283151,31.821829,-81.616416
39160,"Hinton, WV Urban Cluster",54089,2635,1556,3987606,214351,37.669727,-80.891396
39187,"Hobart, OK Urban Cluster",40075,3622,1856,4481230,0,35.025518,-99.096218
39214,"Hobbs, NM Urban Cluster",35025,36696,14254,52967151,114234,32.730954,-103.137666
39241,"Hodgenville, KY Urban Cluster",21123,3413,1464,4953090,15452,37.57237,-85.738613
39268,"Hohenwald, TN Urban Cluster",47101,3625,1641,9686356,0,35.550668,-87.552603
39295,"Hoisington, KS Urban Cluster",20009,2709,1365,2805848,0,38.517774,-98.777378
39322,"Holbrook, AZ Urban Cluster",04017,3800,1530,6218861,0,34.913823,-110.155303
39349,"Holden Beach, NC Urban Cluster",37019,3136,3422,10061808,44856,33.92601,-78.318381
39376,"Holdenville, OK Urban Cluster",40063,5768,2191,8456911,45163,35.082866,-96.402344
39403,"Holdrege, NE Urban Cluster",31137,5340,2529,5983358,36417,40.442506,-99.375077
39416,"Holiday Shores, IL Urban Cluster",17119,2804,1102,3511765,1206917,38.927172,-89.93886
39430,"Holland, MI Urbanized Area",26139,99941,39678,153455965,8643393,42.801449,-86.103918
39457,"Hollandale, MS Urban Cluster",28151,2612,1044,3395030,0,33.178325,-90.857672
39511,"Hollister, CA Urban Cluster",06069,42002,12938,29618650,0,36.841976,-121.392706
39524,"Holloman AFB, NM Urban Cluster",35035,3054,1006,4012148,0,32.837485,-106.077673
39538,"Holly, MI Urban Cluster",26125,8229,3533,13264145,1058274,42.802626,-83.618953
39565,"Holly Springs, MS Urban Cluster",28093,6160,2086,11308322,0,34.771768,-89.443523
39592,"Holton, KS Urban Cluster",20085,3245,1607,3793754,13233,39.464173,-95.741201
39619,"Holtville, CA Urban Cluster",06025,6876,2254,5700252,11902,32.811892,-115.383265
39646,"Homedale, ID Urban Cluster",16073,2731,1007,2857219,185278,43.617986,-116.933383
39673,"Homer, LA Urban Cluster",22027,3034,1519,8118990,53330,32.789226,-93.063586
39700,"Homerville, GA Urban Cluster",13065,2690,1203,5356938,0,31.038788,-82.751974
39712,"Homesteads Addition, TX Urban Cluster",48251,6372,2031,20412047,0,32.473759,-97.160441
39727,"Hominy, OK Urban Cluster",40113,3493,1134,3522211,0,36.418809,-96.397351
39758,"Homosassa Springs--Beverly Hills--Citrus Springs, FL Urbanized Area",12017,80962,43828,234110617,6987390,28.886829,-82.430749
39781,"Hondo, TX Urban Cluster",48325,6427,2431,7038366,545,29.348717,-99.142328
39808,"Honea Path, SC Urban Cluster",45007,3505,1773,7696982,0,34.447314,-82.395443
39821,"Honeoye Falls, NY Urban Cluster",36055,5270,2279,11937896,101939,42.955971,-77.594455
