ZCTA5,Urban Area GEOID,Population,Housing Units,Land Area,Water Area
30334,03817,1,0,126610,0
30336,03817,966,456,25630311,356716
30337,03817,11505,6225,31231737,36257
30338,03817,33617,15262,25426973,225182
30339,03817,18304,12022,21254578,999023
30340,03817,29394,11419,22045569,41476
30341,03817,31793,14015,26345053,36389
30342,03817,29879,13798,23157587,184977
30344,03817,31776,15991,31322888,40039
30345,03817,23129,10492,18432938,215323
30346,03817,4696,3377,2607497,0
30349,03817,66620,29545,108090159,770728
30350,03817,34740,17631,32437664,1875899
30354,03817,14857,6855,27838448,62060
30360,03817,14536,5640,15082723,398559
30363,03817,2680,2675,815736,11601
30506,03817,4873,1937,20885954,340128
30517,03817,7780,2953,29607169,158180
30518,03817,42547,15728,81030776,943990
30519,03817,39690,13664,85329793,651641
30534,03817,4612,1849,21968447,56564
30542,03817,5537,1854,13778774,115315
30548,03817,11039,4135,39319515,139368
30549,03817,988,360,4119488,50170
30620,03817,1779,591,5130416,18425
30655,03817,3751,1301,13985958,107541
30656,03817,1342,474,5121968,2559
30680,03817,640,232,2542238,14331
75551,03844,4852,2241,14803426,85088
75572,03844,880,437,4522168,16484
50022,03871,6471,3102,7301331,72792
08201,03898,9735,3985,11499249,443317
08202,03898,1315,5370,5478458,174314
08203,03898,9450,9221,8352812,1091326
08205,03898,26978,10534,39255080,123597
08210,03898,2806,1107,13222444,97379
08215,03898,7781,3466,16575614,12128
08221,03898,6956,2749,8069435,227348
08223,03898,3773,2263,7674719,248847
08225,03898,8624,3260,9163532,103553
08226,03898,11685,20789,12273682,3382030
08230,03898,4445,2204,12437189,99367
08232,03898,19292,6791,15167322,99982
08234,03898,39222,14525,86082179,628291
08240,03898,2371,1,1211604,199206
08241,03898,563,225,2014445,94691
08243,03898,1997,6449,3037553,68052
08244,03898,10795,5556,10355458,605524
08247,03898,895,3291,3660438,375755
08270,03898,2081,634,4174408,0
08330,03898,20083,7941,32207736,448765
08401,03898,39554,20009,11881661,2416173
08402,03898,6354,7114,3664967,0
08403,03898,997,1747,1145709,0
08406,03898,10650,7829,4832190,320761
36502,03925,6565,3121,12254367,41416
38004,03957,7701,2572,23470907,88081
38011,03957,3141,1081,6875025,0
38023,03957,1133,416,3626072,111702
38053,03957,1074,380,2963069,0
38058,03957,5836,2246,16586176,35404
47918,03979,3304,1532,7059716,85101
47993,03979,1889,847,3077173,0
14005,04006,501,190,936355,0
14011,04006,6327,1178,4890466,0
76227,04021,4139,1559,6098834,2579
36801,04033,19619,8809,40012274,276963
36804,04033,4148,1716,14039489,118898
36830,04033,29217,14129,43186978,232577
36832,04033,18106,9785,30726341,280998
36849,04033,3150,1,1003514,0
36879,04033,501,164,293098,0
62615,04054,4433,1746,5204444,0
46706,04060,12849,5725,18852103,0
46738,04060,6618,2693,7887638,0
46793,04060,2245,945,3606662,0
68305,04087,3474,1742,5204592,0
13021,04114,30541,14870,33314016,237157
13024,04114,1733,0,107576,0
95602,04130,8333,3577,24201684,231814
95603,04130,24624,10866,44174326,29314
95658,04130,175,64,733079,0
95722,04130,25,9,125376,0
67010,04168,9350,3971,10615010,686720
04330,04195,13631,7120,26988246,426693
04344,04195,1902,920,4769777,91996
04345,04195,3673,1837,5496377,50967
04346,04195,1659,840,3824591,168771
04347,04195,1392,801,2114645,0
04359,04195,380,173,1689897,0
29801,04222,19798,8912,42401608,32209
29803,04222,25059,11928,51191415,484845
29805,04222,289,122,773977,0
29809,04222,1587,804,4050043,832
29816,04222,981,455,1836139,32225
29828,04222,1003,518,1745048,13261
29829,04222,4335,1894,14706584,121290
29834,04222,1635,766,3574571,88546
29841,04222,31583,13971,58042970,1441521
29842,04222,2528,1167,6969694,15923
29851,04222,5679,2668,20211295,41953
29860,04222,9027,3575,27155528,402310
30805,04222,135,60,344508,0
30809,04222,35983,13355,74340605,494840
30812,04222,363,0,361497,0
30813,04222,24199,9021,41942260,137407
30815,04222,27165,10283,47277164,149124
30901,04222,16432,8378,24138707,454134
30903,04222,585,214,439876,0
30904,04222,25666,13210,26835309,1882100
30905,04222,8312,1126,17883373,30636
30906,04222,52965,21221,88361103,247516
30907,04222,50778,21235,61030345,564939
30909,04222,40404,20284,56160692,261512
30912,04222,296,0,380017,0
97317,04249,10,6,31394,0
97325,04249,3682,1276,2949451,0
65605,04276,7577,3433,12088537,35793
65769,04276,788,292,3123546,4072
68818,04303,4466,1933,5464063,14528
48738,04330,231,375,1373942,0
48750,04330,6153,4424,25693792,672140
55912,04357,25103,11089,31661392,254093
78610,04384,17360,6080,41725225,57431
78613,04384,64815,24025,61809141,354181
78617,04384,12427,3004,13963116,0
78626,04384,19857,6773,23142272,215606
78628,04384,20428,8290,39079003,228984
78633,04384,14465,7614,25589810,70776
78634,04384,18313,6320,23441282,166555
78640,04384,34793,11114,50266691,1396306
78641,04384,33522,11321,34802876,126203
78652,04384,3560,1531,13575680,0
78653,04384,3315,1109,3026129,0
78660,04384,66979,23348,60862971,25770
78664,04384,52909,19886,41843423,241240
78665,04384,35188,12599,35080459,322168
78666,04384,416,156,120402,0
78681,04384,49278,17542,39304796,320535
78701,04384,6841,5036,4225636,263055
78702,04384,21334,9032,12945838,491697
78703,04384,19690,10425,14451214,722351
78704,04384,42117,23575,22545278,286587
78705,04384,31340,11265,5687340,0
78712,04384,860,0,824715,0
78717,04384,22453,9009,22817072,135923
78719,04384,176,66,15693884,2097
78721,04384,11425,4153,9616066,46866
78722,04384,5901,3034,3922403,0
78723,04384,28330,12398,17971826,0
78724,04384,21476,6046,29701029,1348
78725,04384,5288,1678,11417514,0
78726,04384,13000,5864,22452117,0
78727,04384,26689,12984,22212535,879
78728,04384,20299,10240,16827634,22971
78729,04384,27108,13284,15601045,63010
78730,04384,7849,3602,36523676,1196694
78731,04384,24614,12984,22253088,551387
78732,04384,13668,4791,26306581,297961
78733,04384,8762,3122,29670128,666251
78734,04384,16796,7915,36361867,720139
78735,04384,14567,6880,26294000,502
78736,04384,5158,2090,8415505,0
78737,04384,1000,393,2322000,0
78738,04384,10642,4294,19051570,0
78739,04384,16078,5273,16679130,0
78741,04384,44935,20500,19532265,557550
78742,04384,581,219,577401,19581
78744,04384,42134,13434,28940350,0
78745,04384,55614,25749,34577796,0
78746,04384,26926,11519,58235252,2362500
78747,04384,11948,4590,8993513,2146
78748,04384,40651,16857,32825971,3309
78749,04384,34449,14857,26078450,456
78750,04384,26329,11344,26243700,577
78751,04384,14385,8375,6208225,0
78752,04384,18064,7944,8658632,0
78753,04384,49301,19630,28404279,0
78754,04384,14559,6297,21622085,0
78756,04384,7194,4396,4329936,0
78757,04384,21310,10898,12731650,0
78758,04384,44072,19577,24044717,0
78759,04384,38878,20635,32222836,0
65608,04411,2857,1424,5412267,1126
90704,04438,3652,2244,3434612,0
93204,04465,15486,2402,7079482,0
14414,04519,4973,2274,10094768,0
85037,04549,0,0,23136,0
85307,04549,4475,1957,4157076,0
85309,04549,1485,1796,7269561,118
85323,04549,39254,13145,28120829,10917
85326,04549,18691,6967,22773736,0
85338,04549,31367,11447,46552074,33419
85340,04549,25790,9319,28053852,94367
85353,04549,691,203,963710,0
85355,04549,8239,2855,15496117,18014
85392,04549,35310,13302,24943700,128970
85395,04549,25809,10248,34034114,60427
85396,04549,5930,2282,15317227,0
85653,04573,3869,1565,10127102,0
87410,04587,8456,3553,16352960,302609
48413,04600,3490,1719,6458740,0
39817,04627,5582,2366,15211728,73995
39819,04627,6536,2954,11496527,576996
97814,04654,9518,4498,13005431,178980
93220,04681,150,54,196995,0
93241,04681,17470,4192,7802131,0
93301,04681,12248,5707,10828653,344726
93304,04681,48731,16480,19670450,0
93305,04681,37585,11953,14627024,0
93306,04681,63822,21884,48374374,51651
93307,04681,79460,22247,63481952,45415
93308,04681,49480,20374,54544153,583202
93309,04681,58409,23542,27570004,803546
93311,04681,39576,13933,24705780,417784
93312,04681,56726,19490,37750911,0
93313,04681,41380,12262,24784480,0
93314,04681,18957,6401,24218212,62
72010,04708,2517,1151,5870345,0
54002,04762,3977,1729,6384260,0
54015,04762,1854,745,3207168,0
66006,04789,4428,1624,5322577,4437
76821,04816,3705,1744,5222696,0
20701,04843,2,1,3385300,6563
20705,04843,1421,393,1552097,13017
20707,04843,31437,13542,22593398,434478
20708,04843,25353,10663,17973959,31371
20723,04843,28925,10469,33627636,384111
20724,04843,15926,6559,11179423,0
20755,04843,9302,2714,19284952,31874
20759,04843,2625,900,7983178,34794
20763,04843,2664,1059,3662440,4924
20777,04843,2328,767,10274302,63580
20794,04843,14098,3202,26420064,32237
21012,04843,21317,8140,25280394,1117101
21013,04843,188,78,454284,1902
21029,04843,9914,3030,26079550,166219
21030,04843,21782,10052,27002960,1014486
21031,04843,4,2,2515565,0
21032,04843,5912,2378,12256581,1183740
21035,04843,2279,769,10117586,451855
21036,04843,363,126,1138218,2069
21037,04843,19839,8152,29963222,4995910
21042,04843,33665,12115,49389754,297425
21043,04843,42246,16308,44017823,185361
21044,04843,41704,18371,31075560,262874
21045,04843,38288,15283,25138579,244075
21046,04843,15080,6262,20186665,147315
21052,04843,303,131,193870,0
21054,04843,8419,3231,25467232,25677
21057,04843,1204,429,5903948,9114
21060,04843,29218,12071,28505164,1393721
21061,04843,53684,22143,31439237,45320
21071,04843,328,151,500881,0
21074,04843,9397,3681,15281841,24654
21075,04843,26344,10215,37583125,152946
21076,04843,12952,4956,32594710,8281
21077,04843,224,98,1704393,0
21090,04843,9784,3962,17065249,200451
21093,04843,36195,16127,45588773,83961
21104,04843,39,15,428217,0
21108,04843,16994,6130,23811364,3178
21111,04843,53,16,76001,0
21113,04843,30132,12567,19602490,0
21114,04843,25225,9857,14345666,0
21117,04843,51435,22079,51027941,143576
21122,04843,59228,22294,71653406,3518746
21128,04843,12802,5053,17286862,14546
21131,04843,3820,1380,18434898,1454886
21133,04843,29365,11390,21385827,35463
21136,04843,27574,10860,30481864,94880
21140,04843,3457,1364,3500425,995915
21144,04843,31219,11199,31602783,0
21146,04843,26705,9747,26495118,2966934
21152,04843,2795,1369,7665368,5606
21153,04843,133,55,632900,0
21155,04843,514,229,2758671,8568
21162,04843,3315,1237,10808510,711774
21163,04843,4726,1844,6441576,17933
21201,04843,16972,11255,3340677,0
21202,04843,22832,10372,4111039,331316
21204,04843,20253,8274,15615168,179910
21205,04843,16146,7059,5304530,0
21206,04843,50846,21762,18667230,3869
21207,04843,48133,20272,26710727,81229
21208,04843,33659,15527,29555696,58923
21209,04843,26465,12054,18354471,101926
21210,04843,14292,5949,8579050,5635
21211,04843,17351,9287,7219042,25184
21212,04843,32322,14380,12042941,97316
21213,04843,32733,14968,8833257,1899
21214,04843,20564,8981,7394837,0
21215,04843,60161,26995,17645223,10946
21216,04843,32071,14934,8634688,145342
21217,04843,37111,21096,5999196,191954
21218,04843,49796,23730,10836080,316361
21219,04843,9169,3716,16832844,1265279
21220,04843,39095,16209,51026094,5801176
21221,04843,41399,17603,27627406,7474799
21222,04843,55786,23231,28389988,5688538
21223,04843,26366,14343,6817146,48381
21224,04843,49134,23112,24539976,2619350
21225,04843,33545,13715,16741531,335951
21226,04843,7330,3264,19275707,249498
21227,04843,33534,13611,29853685,570967
21228,04843,47577,19985,40143654,107562
21229,04843,45213,19681,15227940,9418
21230,04843,33568,17478,16325575,2811823
21231,04843,15748,9108,2259604,384090
21234,04843,69752,31527,33648163,11024
21236,04843,38474,16332,22187907,27168
21237,04843,30059,12461,29708940,665797
21239,04843,28793,12505,8375263,2110
21240,04843,0,0,12553482,1056
21244,04843,33807,14071,22915941,68351
21250,04843,3205,1,634718,0
21251,04843,934,0,461424,0
21252,04843,2872,0,372524,0
21286,04843,18673,8384,17598440,3486
21401,04843,35258,17137,43053545,3914148
21402,04843,5217,344,5017093,166506
21403,04843,30269,14329,23530922,4189757
21405,04843,208,149,237489,0
21409,04843,20064,7718,36247301,2274793
21619,04843,3990,1890,8709163,512560
21638,04843,2496,1218,6311508,485094
21666,04843,5829,2079,9946215,195964
21794,04843,347,109,1591914,0
43105,04870,2893,1256,6138889,0
43157,04870,610,240,810234,0
29003,04897,3492,1526,7238001,0
97411,04924,3119,1858,5707594,7840
04401,04951,32226,15403,54291107,863407
04411,04951,461,224,1250959,27607
04412,04951,7803,3714,11871964,1059278
04444,04951,2659,1180,8105485,88921
04461,04951,1854,888,5447944,145556
04468,04951,6219,2904,12363374,928890
04469,04951,2702,2,625565,0
04473,04951,6670,2572,14247805,590946
04474,04951,473,197,1786087,0
04489,04951,143,58,101552,0
53913,05005,13759,6380,16095354,187024
40903,05032,225,105,477989,0
40906,05032,5160,2337,10009551,158652
40915,05032,210,101,735828,0
40935,05032,531,231,1566909,0
40949,05032,174,93,300452,0
40004,05059,17597,7552,40277268,366377
40013,05059,992,372,3504537,16015
40048,05059,113,3,215485,3682
04609,05086,2562,1732,4376640,0
04644,05086,13,13,12857,0
30204,05113,7167,2769,14054287,102435
43713,05140,4351,2051,5154240,31354
02330,05167,1950,881,7724096,260891
02346,05167,51,23,906396,0
02360,05167,23907,11046,50144111,3638381
02532,05167,11439,6014,22139350,3905463
02534,05167,626,336,2563693,100255
02536,05167,18186,11227,48493738,4001320
02537,05167,6056,2939,29677118,859746
02538,05167,3221,1534,5212346,413724
02540,05167,8086,6355,25194741,1786171
02542,05167,1034,360,15066759,55659
02543,05167,612,816,4633468,543403
02553,05167,209,148,377702,0
02556,05167,3115,2593,9974407,447478
02558,05167,2151,1735,3109133,479236
02559,05167,3298,2437,10619560,447239
02561,05167,539,266,1179109,218387
02562,05167,2912,1413,6371432,244254
02563,05167,10321,4709,32673893,1730922
02571,05167,9703,5108,21012299,3027773
02576,05167,3110,1546,11570588,976497
02601,05167,14089,8062,22253040,583016
02630,05167,1582,928,7229351,0
02631,05167,7965,6442,30939690,3050137
02632,05167,10713,6091,18578833,3426540
02633,05167,3710,4240,15102249,1755548
02635,05167,3035,1862,9934373,672659
02637,05167,185,99,757053,8093
02638,05167,2926,2712,10943843,413781
02639,05167,2875,4912,7165342,656562
02641,05167,197,166,552506,1571
02642,05167,4658,5554,20371618,1404587
02643,05167,26,72,358216,8998
02644,05167,3954,1479,8813869,569789
02645,05167,8989,5811,35564351,3679838
02646,05167,1676,2621,7798581,234072
02647,05167,129,260,1226877,117841
02648,05167,7126,3066,18459162,2081188
02649,05167,13341,8447,51181165,7027420
02650,05167,788,807,3334502,120299
02651,05167,4,11,32298,0
02653,05167,4947,4302,19644651,1714612
02655,05167,2840,2019,7650203,297293
02659,05167,1103,1284,5060731,150157
02660,05167,6139,4235,17834256,1313083
02663,05167,99,139,532223,0
02664,05167,9371,7062,17964910,1740879
02667,05167,470,451,1808686,0
02668,05167,2508,1044,9976783,186068
02669,05167,237,398,1020450,104277
02670,05167,1307,2330,5407196,1129617
02671,05167,1023,1533,5215276,314663
02672,05167,180,325,1280228,74480
02673,05167,8127,6442,19264051,1000178
02675,05167,5748,3474,13655197,788598
02738,05167,3909,1795,11961706,690542
02739,05167,89,117,295091,0
02770,05167,104,34,279783,0
29812,05194,3949,1849,9375809,37819
05602,05221,6978,3624,12466079,186653
05641,05221,12896,6169,26404509,188221
05649,05221,226,105,290969,7496
05654,05221,695,335,2099416,46628
05678,05221,163,77,1831705,118879
05679,05221,717,366,2775228,964
54812,05248,3292,1469,4953741,49730
99723,05275,3835,1370,2059159,484429
92311,05302,28973,11905,31977610,0
74003,05329,12343,6067,24444955,0
74006,05329,22931,10518,32748258,32200
74029,05329,3600,1620,6260003,0
76511,05356,2653,621,2751283,1094
81621,05410,4692,2093,4320826,23017
81623,05410,3225,1110,4923227,3141
81654,05410,614,261,1226506,0
66007,05423,3287,1340,5636114,0
66012,05423,562,206,759570,102957
71220,05437,13979,5959,26101244,105190
78602,05464,13371,4887,29716703,338216
14020,05491,17834,7955,20722255,211667
29006,05518,3429,1592,9027441,127564
29070,05518,1838,811,5967497,0
72501,05545,11327,4875,23331337,212676
72527,05545,186,80,506828,0
47006,05572,6984,2931,13889782,115076
47036,05572,417,150,449024,3608
47240,05572,106,42,986233,0
47263,05572,227,99,269008,0
38606,05599,6730,2797,16979575,0
38620,05599,579,230,4361710,0
14810,05653,6964,3361,10761922,255499
14856,05653,160,67,320235,0
70706,05680,15055,5396,36473105,0
70710,05680,3351,1356,10032266,6581
70714,05680,16405,6282,29218462,0
70719,05680,4213,1573,8321327,0
70725,05680,1215,436,2746546,0
70726,05680,44945,17518,112150601,260392
70734,05680,6494,2174,10731750,95210
70737,05680,36244,14353,87131690,410570
70739,05680,7109,2693,24634959,169486
70754,05680,745,292,2235429,0
70764,05680,10999,4459,18332876,180522
70767,05680,8978,3615,31065944,3810476
70769,05680,31810,11410,68774213,365381
70770,05680,1408,545,2587477,0
70774,05680,6051,2299,19852041,584741
70776,05680,478,181,1007476,0
70778,05680,2048,843,9115394,25994
70785,05680,11392,4410,29220030,0
70791,05680,12196,4505,20311585,0
70801,05680,13,17,336411,0
70802,05680,27267,13056,19933632,2257161
70803,05680,1335,185,624355,0
70805,05680,29909,11724,29540969,1529971
70806,05680,28706,14256,22988264,0
70807,05680,20139,6649,31568798,334269
70808,05680,32504,15238,31272696,1013549
70809,05680,25050,12811,38412858,46412
70810,05680,35544,15595,38322252,185996
70811,05680,13659,5307,29714663,39117
70812,05680,11206,4006,11270681,0
70814,05680,14514,5533,20067395,0
70815,05680,30075,12129,24815808,0
70816,05680,43126,19949,40083546,295011
70817,05680,29967,11982,37531974,132094
70818,05680,8570,3439,27218489,0
70819,05680,4836,1884,6990707,0
70820,05680,16753,7928,15297523,0
70836,05680,0,0,58993,0
49012,05707,1104,466,3460165,24155
49014,05707,15330,6715,40275150,993166
49015,05707,25387,11742,34542656,1597229
49017,05707,14818,7091,21115791,730285
49037,05707,21754,10186,37896311,190533
81635,05734,5071,2666,7577591,907
89820,05761,3520,1466,5040047,0
31513,05788,5208,2397,14690092,20481
66713,05815,4196,2015,7472168,0
66770,05815,893,368,3912042,0
